Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location,Is_Duplicate
Shakes King,4.3,Shake,200.0,22.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Falooda Nations,4.0,"Shake,Desserts,Beverages,Ice Cream,Juices,Coffee",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Fayaz Biryani House,3.8,"Biryani,North Indian",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Beyond Bajji The Cafe,4.3,South Indian,200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Makhni Brothers,4.0,"North Indian,Biryani,Desserts,Beverages",200.0,39.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Hangout Cafe,3.7,"Fast Food,Pizza,Wraps",200.0,38.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Taco Bell,3.6,"Mexican,Fast Food,Wraps,Beverages",200.0,17.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Chill Out Ice Creams And Pizzas,3.6,"Pizza,Fast Food,Street Food,Ice Cream,Beverages",200.0,31.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Hello Biryani,3.3,"Biryani,Shake",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chai Shai Bza,3.8,"Tea,Coffee,Beverages,Sandwich,Pizza,Street Food,Fast Food",200.0,20.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Raj Darbar Restaurants,3.9,"North Indian,Seafood,Biryani,Chinese,Street Food",200.0,16.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Seven Days,3.9,"Bakery,Desserts",200.0,24.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Baskin Robbins - Ice Cream Desserts,3.9,"Ice Cream,Desserts,Beverages",150.0,12.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Veg Treat,4.2,"Chinese,Fast Food,Sandwich,Pizza,Desserts,Beverages,Shake",150.0,30.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Boss Of Burgers,3.7,"Burger,Wraps,American,Fast Food,Shake,Beverages",150.0,21.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Pakoda Hub,4.2,"Chinese,Seafood,Street Food,Andhra",150.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Saleem Biryani Point,4.2,Biryani,150.0,19.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Mr Haleem Foods,4.4,Mughlai,150.0,19.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Momo Mama,4.2,"Chinese,Momos,Desserts,Sichuan",150.0,26.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
The Dessert Heaven - Pure Veg,4.4,"Desserts,Bakery",150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Continental Park Hotel,3.7,"Biryani,North Indian,Chinese,Continental",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shaiks Shawarma 2,4.4,"Shawarma,Beverages",150.0,26.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Modern Cafe,4.3,"South Indian,Chinese,Beverages,North Indian",150.0,19.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Arabian Mandi,4.1,"Biryani,Mandi",150.0,16.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
King And Queen,3.4,"North Indian,Chinese,Biryani,Sichuan,Street Food",300.0,30.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Tibbs Frankie - Ripples Mall,3.6,Rolls,300.0,24.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Lassi Shop,3.7,"Juices,Beverages,Ice Cream,Desserts",300.0,19.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Samosa Singh,3.7,Street Food,300.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Klub F5,4.1,"Coffee,Chinese,Biryani,North Indian,Fast Food,Ice Cream,Beverages,Sichuan",300.0,17.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Leela Sai Hotel & Caterers,4.3,South Indian,300.0,37.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
New Urvasi Tiffin Centre,4.3,South Indian,300.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chennai Sandwich Hub And Bakery,4.1,"Street Food,Sandwich,Pizza",300.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Samosa Singh,3.6,Street Food,300.0,28.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
SS Home Foods,4.3,"Biryani,South Indian,Chinese",300.0,28.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
The Thickshake Factory,3.9,"Shake,Beverages,Desserts",300.0,31.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Madhu Biryani's,3.7,"Biryani,South Indian,North Indian,Mughlai,Kebab,Chinese",300.0,19.0,Follows all Max Safety measures to ensure your food is safe,Vijayawada,False
Patamata Sai Hotel,4.4,"South Indian,Andhra",100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
New Welcome Tea & Fast Food,4.0,"Andhra,South Indian",100.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Giani Ice Cream,4.0,"Ice Cream,Desserts",100.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Zaatar Arabian Mandi Restaurant,4.0,"Mandi,Chinese,Biryani",100.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Oven Talk,3.8,"Bakery,Pizza,Sandwich,Burger,Street Food,Desserts,Beverages",100.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mrs Plate Family Restaurant,4.1,"North Indian,Chinese,Kebab,Biryani,Seafood,Shawarma",100.0,38.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kakinada Special Butta Biryani,3.7,Biryani,100.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
FNP Cakes N More,4.1,"Bakery,Desserts",100.0,36.0,Restaurant partner follows WHO protocol,Vijayawada,False
Piece Out Pizza,3.2,"Pizza,Burger",100.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Santo's Kitchen,4.1,"Chinese,South Indian,North Indian,Desserts,Ice Cream,Sichuan",100.0,16.0,Restaurant partner follows WHO protocol,Vijayawada,False
Minerva Coffee Shop,4.2,"South Indian,North Indian,Chinese,Fast Food,Desserts,Beverages,Coffee",100.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
DS Milk World,4.3,"Beverages,Desserts,Shake",100.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Srinivasa,3.9,"North Indian,Andhra,Biryani",250.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Amul Ice Cream Parlour,3.3,"Ice Cream,Fast Food,Beverages,Desserts",250.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Anu's Kitchen By CJ,3.6,"Andhra,North Indian,South Indian,Mughlai,Biryani,Chinese,Seafood",250.0,34.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kohinur,4.3,"Biryani,North Indian,Kebab,Mughlai,Chinese",250.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Paustik Restaurant,4.0,"North Indian,Chinese,Street Food",250.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Lassi Day Cafe,4.1,"Beverages,Shake,Ice Cream,Desserts",250.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel G Square,3.7,"Biryani,Andhra,Chinese",250.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
C3 - Cherry's Continental Cafe,4.2,"Pizza,Sandwich,Burger,Fast Food,Street Food",250.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Alfa Shawarma,4.1,Shawarma,250.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Good Morning Fast Foods & Fruit Juice,4.2,Juices,250.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dumont,4.5,"Ice Cream,Desserts,Beverages",250.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sai Silver Dum Biryani,4.2,"Biryani,Chinese",250.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Vijayadurga Family Restarent And Bar,3.7,"Biryani,Chinese,Seafood",200.0,42.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pride Foods,3.8,"Chinese,Fast Food,Momos,Sichuan",200.0,16.0,Restaurant partner follows WHO protocol,Vijayawada,False
RVS Family Restaurant,3.7,"Biryani,Chinese,Andhra,Seafood,North Indian,Sichuan",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hunger Bell Foods,3.9,"North Indian,Chinese,Biryani,Street Food,Seafood,Sichuan",200.0,34.0,Restaurant partner follows WHO protocol,Vijayawada,False
RRR Military Hotel,3.1,"Andhra,South Indian",200.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Saffron 789,4.3,"South Indian,North Indian",200.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Havmor Havfunn Ice Cream,4.3,Ice Cream,200.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
VR Honey Biryani,3.7,Biryani,200.0,16.0,Restaurant partner follows WHO protocol,Vijayawada,False
Nanking Premium,4.1,"Chinese,Fast Food,Sichuan",200.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Krishna Residency,3.6,"South Indian,Chinese,North Indian,Andhra,Biryani,Sandwich,Italian,Beverages",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Manjeera Restaurant,3.4,"North Indian,Chinese,Seafood,Biryani,Mughlai,Desserts,Beverages",200.0,37.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cool & Cool,3.2,"Pizza,Fast Food,Beverages,Shake",200.0,38.0,Restaurant partner follows WHO protocol,Vijayawada,False
Serenade - Manor Food Plaza,4.2,"Biryani,North Indian",200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Indian Favorito,4.1,"Chinese,North Indian,Biryani,Shake,Beverages",200.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mom's Kitchen,4.1,"Andhra,South Indian,Street Food,Healthy Food",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Desi Tadka,4.1,"North Indian,Chinese",200.0,16.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kouzina Kafe - The Food Court,3.9,"Fast Food,Burger,Momos,Rolls,Desserts,Bakery,Shake",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cakes N Cookies,3.5,"Bakery,Desserts",200.0,38.0,Restaurant partner follows WHO protocol,Vijayawada,False
Prasad Chicken Pakodi,4.0,Street Food,200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Yo Mano Take Away - Hotel Manorama,3.7,"Biryani,North Indian,South Indian",200.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kokro Kooo In KGS,3.4,"South Indian,Biryani,North Indian",200.0,46.0,Restaurant partner follows WHO protocol,Vijayawada,False
Monk's Kitchen,3.6,"Thai,Mexican,Chinese,Continental,Shake,Sichuan",200.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kokro Kooo In KGS,3.4,Andhra,200.0,38.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shawarma Corner,3.8,"Fast Food,Lebanese",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
PVR Café,4.0,"Fast Food,Momos,Beverages",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Arya Bhavan - Southern Grand,3.6,"South Indian,North Indian,Desserts,Beverages",200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Our Place - The Food Hunt,4.3,"South Indian,Chinese",200.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Blind Chemistry,4.1,"Beverages,Continental,Italian,Desserts",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Shakes Company,4.4,Shake,200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dhanlucky Rice Bowls,4.1,"Andhra,North Indian,Mughlai,South Indian,Street Food,Fast Food",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Indraprasttha,4.2,"Biryani,North Indian,Chinese,South Indian,Sichuan",200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cafe Ice Magic,4.4,"Pizza,Burger,Fast Food,Desserts,Beverages,Ice Cream",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Makers Of Milkshake,4.5,"Shake,Coffee,Beverages",200.0,14.0,Restaurant partner follows WHO protocol,Vijayawada,False
Al-Baik,3.4,"Fast Food,Burger",200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Juicy Tea,3.8,"Shake,Beverages,Ice Cream",200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Tonique Restaurant,4.2,"North Indian,Mughlai,Biryani,Chinese,Seafood",200.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Brew Buzz,4.3,"Chinese,Fast Food,Beverages,Sichuan",200.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Momo Wala,3.3,Momos,200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Tempteys,4.2,"Beverages,Juices,Shake",200.0,13.0,Restaurant partner follows WHO protocol,Vijayawada,False
Firangi Bake,4.1,"Italian,Mexican",200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Vinayaka Punjabi Dhaba,4.1,"North Indian,Biryani,Chinese,Mughlai",200.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Snacks & Waffles,3.4,"Desserts,Momos",200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mobik Biryani The 9 Spices,3.3,Biryani,200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sweet Truth - Cake and Desserts,4.1,"Desserts,Bakery,Ice Cream",200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kunafa World,4.5,Desserts,200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sai Manogna Restaurant,3.3,"Chinese,Biryani",200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
WarmOven Cake & Desserts,4.1,"Bakery,Desserts,Ice Cream,Shake,Beverages",200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Capri Italian,3.6,"Burger,Sandwich,Shake",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Thickshake Express,3.1,"Shake,Beverages,Fast Food",100.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Crea La Tua Pizza,4.0,"Pizza,Fast Food",100.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Midnight Biryani,3.7,"Biryani,Beverages",100.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Fried Story,4.3,"Chinese,Seafood",100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Vegan Life,4.1,Juices,100.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Mom's Kitchen,3.6,"North Indian,South Indian,Chinese,Sichuan",100.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shaz Shawarma,4.1,Shawarma,100.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Roti Stop,4.2,"North Indian,Mughlai,Biryani,Hyderabadi",100.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Fit Food Company,4.3,"Salad,Healthy Food,Fast Food,Juices,Desserts",100.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Menaka Restaurant,4.3,"North Indian,South Indian,Chinese,Seafood,Biryani",100.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Rotis,3.5,North Indian,100.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Puri Vurii,4.1,"Street Food,Maharashtrian,North Indian,Rajasthani,Beverages,Sichuan",100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Srinidhii Home Foods,4.1,"North Indian,Andhra,Biryani,South Indian",100.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Crescenta Cakes & Bites,3.9,"Fast Food,Bakery,Desserts,Beverages",100.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Milk Shake Hub,3.9,"Shake,Beverages",100.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Snack Factory,3.1,"Fast Food,Chinese,Rolls",100.0,34.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kitchen Pot,3.7,"South Indian,Biryani,Chinese",100.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Vdara,3.9,"Biryani,Chinese,North Indian,South Indian,Seafood,Andhra,Sichuan",100.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Metropolitan Hotel,3.8,"North Indian,South Indian,Continental,Chinese,Biryani,Desserts",100.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Veg Daawat By Behrouz,3.6,"Biryani,Mughlai,North Indian",100.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Warehouse Kitchen,3.9,"Biryani,South Indian",100.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cool Blu,3.7,"Shake,Fast Food,Ice Cream,Beverages",100.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
LUNCHBASKET,3.3,"South Indian,Fast Food,Pizza",100.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Drunken Monkey,4.2,"Beverages,Juices,Shake,Coffee,Healthy Food,Sandwich,Mexican,Wraps",100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dumont Creamery,4.3,"Beverages,Desserts",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Puliyogare Palace,3.7,South Indian,200.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Muzeeb Biryani Point,4.3,Biryani,200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mango Tree,4.2,"Shake,Beverages,Ice Cream",200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Ovenfresh Cakes and Desserts,4.0,"Bakery,Desserts,Ice Cream,Mithai,Beverages",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Ragada Wale,4.0,"Street Food,Sichuan",200.0,16.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Sannidhi,3.6,"Andhra,Biryani",200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cinema Cafe,4.2,"Cafe,Chinese,Fast Food,Sandwich,Desserts,Beverages,Sichuan",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kaati Zone Rolls and Wraps,4.1,"Rolls,Wraps,Fast Food,Desserts,Shake",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hodzaa,3.8,"Chinese,Fast Food,Sandwich,Beverages",200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
New Welcome Tea And Fast Foods,4.2,"Tea,South Indian",200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sai Nikhil Noodles Fried Rice Manchuria,4.3,Chinese,200.0,14.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mama Panda,3.7,"Chinese,Sichuan",400.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Le Story,4.0,"Biryani,Pizza,Burger,Chinese,Sichuan",400.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
SS Biryani Hub,,"Biryani,North Indian,Fast Food",400.0,10.0,Restaurant partner follows WHO protocol,Vijayawada,False
Brewbakes,3.9,"Cafe,Coffee,Tea,Shake,Beverages,Pizza,Desserts,Fast Food",400.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Shake It Of,3.7,"Beverages,Ice Cream,Fast Food,Chinese",400.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Snack Shake,3.3,"Fast Food,Beverages,Sichuan",400.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sai Baba Tiffin And Meals,3.9,South Indian,400.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Royal Kings Food Plaza,3.0,"Street Food,Beverages",400.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Centre Side,4.0,"Chinese,North Indian,Beverages,Shake,Sichuan",400.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bakingo,3.9,"Bakery,Desserts",400.0,34.0,Restaurant partner follows WHO protocol,Vijayawada,False
Babaai Hotel,3.5,Chinese,400.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shawarma Express,3.4,Shawarma,400.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hungry Birds,2.8,Pizza,150.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Barkaas Arabic Restaurant,3.4,Chinese,150.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Our Special Drinks,4.0,Beverages,150.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shahdab Hyderabad Biryani,3.7,"Biryani,North Indian,Chinese",150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Slurpy Shakes,4.1,"Shake,Ice Cream,Desserts,Fast Food",150.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Rajadhani Restaurant,,South Indian,150.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
K's Bistro,4.1,"Biryani,Chinese,Fast Food,Burger,Sandwich,Wraps,Pizza,Sichuan",150.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mannath Biryani House,3.5,"Chinese,Sichuan",150.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cupcake Bliss Cakes & Desserts,4.0,"Bakery,Desserts,Ice Cream,Shake",150.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Deekshitha Fast Foods,3.5,"Chinese,Biryani",150.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
City Central,4.1,"Mughlai,North Indian,Chinese,Seafood,Sichuan",150.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chandu's Kitchen Multi Cuisine Family Restaurant,4.1,"Chinese,North Indian,Biryani,Seafood,Street Food,Sichuan",150.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Blue Fox,4.1,"North Indian,Chinese,Seafood,Desserts,Beverages",400.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Tuba,4.1,"Chinese,Salad,Continental,North Indian,Biryani,Sandwich",400.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cafe Coffee Day,4.2,"Cafe,Coffee,Tea,Fast Food,Desserts,Beverages,Sandwich,Shake",400.0,13.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dim Sum Palace,2.9,Momos,400.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pizzas N Shakes,3.9,"Pizza,Burger,Sandwich,Fast Food",400.0,52.0,Restaurant partner follows WHO protocol,Vijayawada,False
Capital Creams & Shakes,3.2,"Beverages,Ice Cream,Desserts,Fast Food,Shake,Sichuan",400.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Pratibha Grand,3.4,"Biryani,South Indian,North Indian",400.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mevlana Kebabs,3.1,"Kebab,Mughlai,Fast Food,Chinese,Tea,Beverages,Turkish,North Indian",400.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Baatha,3.9,"South Indian,Biryani,North Indian",400.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Dessert Zone,4.0,"Desserts,Shake,Ice Cream,Bakery,Beverages",400.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Nawaabs A Fine Arabian Restaurant,3.8,"Arabian,Mandi,North Indian",400.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Resto Rahashya Ruchulu,,"Chinese,Sandwich,Fast Food,Biryani,Pizza,Pasta,Burger",400.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Viru's Kitchen,3.9,"South Indian,Andhra,Healthy Food",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Venapusa Home Foods,4.1,"South Indian,Chinese,Fast Food",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Deccan Biryani,3.3,"Biryani,Desserts",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mehfil Roti's,4.1,South Indian,200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Oh My Shawarma,3.2,"Lebanese,Fast Food,Sichuan",200.0,37.0,Restaurant partner follows WHO protocol,Vijayawada,False
Take Out Kitchen,4.0,"Pizza,Sandwich,Fast Food",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Budget Meals,3.5,Momos,200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Apsara Badam Milk,,Beverages,200.0,11.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Nawab,,"South Indian,Fast Food,Chinese,Street Food,Beverages",200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
HF Easy To Eat,3.5,"Biryani,Chinese,Beverages,Salad,North Indian,Fast Food",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Nithya Foods,,Mithai,200.0,38.0,Restaurant partner follows WHO protocol,Vijayawada,False
KR Food Plaza,4.3,"Andhra,South Indian",200.0,37.0,Restaurant partner follows WHO protocol,Vijayawada,False
Scoops,3.9,"Ice Cream,Fast Food,Shake,Beverages",100.0,12.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dawat E Jashn,3.6,"North Indian,Biryani",100.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shake's Magic,4.3,"Shake,Desserts",100.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Thappoo Thaaa,3.9,"Biryani,South Indian",100.0,33.0,Restaurant partner follows WHO protocol,Vijayawada,False
Maggikart,4.2,Street Food,100.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Under The Woods,4.2,"North Indian,Pizza,Chinese,Continental,Desserts",100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Zaffron Biryani,3.3,"Biryani,Chinese",100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani Express,3.9,Biryani,100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Rumaan Family Restaurant,3.6,"North Indian,Chinese,Mughlai",100.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani Hub,3.5,South Indian,100.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Rolls On Wheels,3.5,Rolls,100.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cool Hub,3.8,Fast Food,100.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Spice On Wheels,3.5,Rolls,200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Shake King,3.2,Beverages,200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dabbawala Biryani,4.0,Biryani,200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Seasons 4 Ice Cream,3.2,"Ice Cream,Desserts",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Madhurams,3.7,"Bakery,South Indian",200.0,39.0,Restaurant partner follows WHO protocol,Vijayawada,False
Nalabheema Paakam,,Andhra,200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
AL - Rahim Rumali Roti & Street Food,3.7,"Andhra,Street Food,Biryani,Chinese,North Indian,Desserts",200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Red Onion Restaurant,3.3,"North Indian,South Indian,Continental,Chinese,Mughlai,Desserts",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
